"fecha","compra","venta"
2022-09-01,3.839,3.847
2022-09-02,3.859,3.865
2022-09-03,3.866,3.876
2022-09-04,3.866,3.876
2022-09-05,3.866,3.876
2022-09-06,3.873,3.885
2022-09-07,3.892,3.897
2022-09-08,3.891,3.896
2022-09-09,3.872,3.881
2022-09-10,3.876,3.883
2022-09-11,3.876,3.883
2022-09-12,3.876,3.883
2022-09-13,3.852,3.859
2022-09-14,3.858,3.862
2022-09-15,3.87,3.875
2022-09-16,3.883,3.892
2022-09-17,3.875,3.883
2022-09-18,3.875,3.883
2022-09-19,3.875,3.883
2022-09-20,3.862,3.871
2022-09-21,3.877,3.883
2022-09-22,3.894,3.903
2022-09-23,3.903,3.913
2022-09-24,3.906,3.911
2022-09-25,3.906,3.911
2022-09-26,3.906,3.911
2022-09-27,3.928,3.938
2022-09-28,3.943,3.949
2022-09-29,3.947,3.952
2022-09-30,3.965,3.971
2022-10-01,3.978,3.984
2022-10-02,3.978,3.984
2022-10-03,3.978,3.984
2022-10-04,3.963,3.969
2022-10-05,3.948,3.955
2022-10-06,3.96,3.966
2022-10-07,3.977,3.983
2022-10-08,3.972,3.98
2022-10-09,3.972,3.98
2022-10-10,3.972,3.98
2022-10-11,3.959,3.967
2022-10-12,3.968,3.972
2022-10-13,3.981,3.984
2022-10-14,3.982,3.987
2022-10-15,3.984,3.992
2022-10-16,3.984,3.992
2022-10-17,3.984,3.992
2022-10-18,3.977,3.985
2022-10-19,3.973,3.979
2022-10-20,3.981,3.985
2022-10-21,3.973,3.978
2022-10-22,3.979,3.984
2022-10-23,3.979,3.984
2022-10-24,3.979,3.984
2022-10-25,3.994,4.003
2022-10-26,3.992,4.002
2022-10-27,3.988,3.996
2022-10-28,3.976,3.987
2022-10-29,3.97,3.978
2022-10-30,3.97,3.978
2022-10-31,3.97,3.978
2022-11-01,3.984,3.993
2022-11-02,3.984,3.993
2022-11-03,3.968,3.976
2022-11-04,3.965,3.973
2022-11-05,3.953,3.962
2022-11-06,3.953,3.962
2022-11-07,3.953,3.962
2022-11-08,3.949,3.957
2022-11-09,3.924,3.936
2022-11-10,3.911,3.918
2022-11-11,3.866,3.87
2022-11-12,3.854,3.86
2022-11-13,3.854,3.86
2022-11-14,3.854,3.86
2022-11-15,3.856,3.86
2022-11-16,3.833,3.838
2022-11-17,3.837,3.842
2022-11-18,3.84,3.845
2022-11-19,3.827,3.841
2022-11-20,3.827,3.841
2022-11-21,3.827,3.841
2022-11-22,3.831,3.838
2022-11-23,3.842,3.846
2022-11-24,3.848,3.852
2022-11-25,3.839,3.85
2022-11-26,3.865,3.873
2022-11-27,3.865,3.873
2022-11-28,3.865,3.873
2022-11-29,3.851,3.861
2022-11-30,3.84,3.847
2022-12-01,3.849,3.854
2022-12-02,3.827,3.836
2022-12-03,3.826,3.835
2022-12-04,3.826,3.835
2022-12-05,3.826,3.835
2022-12-06,3.844,3.848
2022-12-07,3.843,3.851
2022-12-08,3.83,3.851
2022-12-09,3.83,3.851
2022-12-10,3.83,3.851
2022-12-11,3.83,3.851
2022-12-12,3.83,3.851
2022-12-13,3.828,3.84
2022-12-14,3.826,3.835
2022-12-15,3.831,3.841
2022-12-16,3.841,3.849
2022-12-17,3.842,3.853
2022-12-18,3.842,3.853
2022-12-19,3.842,3.853
2022-12-20,3.828,3.842
2022-12-21,3.826,3.839
2022-12-22,3.815,3.825
2022-12-23,3.807,3.819
2022-12-24,3.809,3.827
2022-12-25,3.809,3.827
2022-12-26,3.809,3.827
2022-12-27,3.814,3.823
2022-12-28,3.815,3.822
2022-12-29,3.807,3.817
2022-12-30,3.809,3.818
2022-12-31,3.808,3.82
